cell,type,class,sx,sy,px,py
g213320,AOI21xp33_ASAP7_75t_L,core,270,270,35244,12618
g213321,OAI21xp5_ASAP7_75t_SL,core,270,270,22608,34218
g213322,O2A1O1Ixp33_ASAP7_75t_L,core,324,270,21150,31518
g213323,AOI22xp5_ASAP7_75t_SL,core,324,270,27144,31248
g213324,O2A1O1Ixp33_ASAP7_75t_L,core,324,270,7812,15858
g213325,A2O1A1O1Ixp25_ASAP7_75t_SL,core,486,270,7542,17208
g213326,OAI221xp5_ASAP7_75t_R,core,378,270,28332,15858
g213328,NAND3xp33_ASAP7_75t_SL,core,270,270,34758,21528
g213329,OAI21xp5_ASAP7_75t_SL,core,270,270,23688,31248
g213330,AOI21xp5_ASAP7_75t_L,core,270,270,29358,29628
g213331,A2O1A1Ixp33_ASAP7_75t_SL,core,324,270,33300,18018
g213332,OAI221xp5_ASAP7_75t_SL,core,378,270,5490,18558
g213333,AOI322xp5_ASAP7_75t_SL,core,486,270,27090,9378
g213334,AO21x1_ASAP7_75t_SL,core,324,270,31680,19098
g213335,A2O1A1Ixp33_ASAP7_75t_L,core,324,270,28278,27198
g213336,AOI21xp5_ASAP7_75t_L,core,270,270,23472,33948
g213337,A2O1A1Ixp33_ASAP7_75t_L,core,324,270,28278,8028
g213338,AOI22xp5_ASAP7_75t_SL,core,324,270,28224,13428
g213339,A2O1A1Ixp33_ASAP7_75t_SL,core,324,270,23418,32598
g213340,OAI21xp33_ASAP7_75t_L,core,270,270,28332,9378
g213341,AOI22xp33_ASAP7_75t_SL,core,324,270,32652,20718
g213342,AOI22xp33_ASAP7_75t_SL,core,324,270,6084,17208
g213343,A2O1A1Ixp33_ASAP7_75t_SL,core,324,270,11808,10458
g213344,OAI21xp33_ASAP7_75t_L,core,270,270,34596,13158
g213345,A2O1A1Ixp33_ASAP7_75t_R,core,324,270,30654,30168
g213346,OAI21xp5_ASAP7_75t_SL,core,270,270,13266,11538
g213347,O2A1O1Ixp33_ASAP7_75t_L,core,324,270,15156,8028
g213348,O2A1O1Ixp33_ASAP7_75t_L,core,324,270,10350,12618
g213349,OAI21xp33_ASAP7_75t_R,core,270,270,34866,25848
g213350,OAI211xp5_ASAP7_75t_SL,core,324,270,20286,7218
g213351,OAI21xp33_ASAP7_75t_SL,core,270,270,32382,11808
g213352,OAI21xp5_ASAP7_75t_R,core,270,270,12024,11538
g213353,A2O1A1Ixp33_ASAP7_75t_L,core,324,270,5922,16938
g213354,O2A1O1Ixp33_ASAP7_75t_R,core,324,270,38160,25308
g213355,OAI31xp33_ASAP7_75t_R,core,324,270,8946,13158
g213356,AOI22xp5_ASAP7_75t_L,core,324,270,10404,9648
g213357,A2O1A1Ixp33_ASAP7_75t_L,core,324,270,21150,5058
g213358,OAI32xp33_ASAP7_75t_SL,core,378,270,10836,29358
g213359,A2O1A1Ixp33_ASAP7_75t_SL,core,324,270,9270,25848
g213360,OAI22xp5_ASAP7_75t_SL,core,324,270,21690,7758
g213361,AOI22xp33_ASAP7_75t_SL,core,324,270,9810,9648
g213362,OAI21xp5_ASAP7_75t_L,core,270,270,31464,14778
g213363,OAI21xp33_ASAP7_75t_L,core,270,270,10944,27198
g213364,AOI22xp5_ASAP7_75t_SL,core,324,270,21528,33678
g213365,A2O1A1Ixp33_ASAP7_75t_SL,core,324,270,11754,13158
g213366,A2O1A1Ixp33_ASAP7_75t_L,core,324,270,10296,10728
g213367,A2O1A1Ixp33_ASAP7_75t_SL,core,324,270,8676,15048
g213368,OAI31xp33_ASAP7_75t_L,core,324,270,35784,25848
g213369,AOI333xp33_ASAP7_75t_SL,core,594,270,24876,10188
g213370,OAI21xp33_ASAP7_75t_R,core,270,270,21096,32598
g213371,A2O1A1Ixp33_ASAP7_75t_L,core,324,270,17208,6678
g213372,A2O1A1Ixp33_ASAP7_75t_SL,core,324,270,6192,17748
g213373,AOI221xp5_ASAP7_75t_R,core,378,270,10620,33678
g213374,A2O1A1O1Ixp25_ASAP7_75t_SL,core,486,270,26172,10728
g213375,O2A1O1Ixp33_ASAP7_75t_SL,core,324,270,34866,23418
g213376,A2O1A1O1Ixp25_ASAP7_75t_L,core,486,270,34326,13698
g213377,AOI221xp5_ASAP7_75t_SL,core,378,270,28656,27468
g213378,AOI22xp33_ASAP7_75t_SL,core,324,270,6732,27468
g213379,AOI221xp5_ASAP7_75t_L,core,378,270,34704,25308
g213380,A2O1A1Ixp33_ASAP7_75t_L,core,324,270,27684,8298
g213381,AOI22xp33_ASAP7_75t_L,core,324,270,21420,35028
g213382,AOI221xp5_ASAP7_75t_SL,core,378,270,16398,6408
g213383,OAI221xp5_ASAP7_75t_L,core,378,270,9972,25578
g213384,OAI22xp5_ASAP7_75t_SL,core,324,270,15966,10728
g213385,AOI22xp33_ASAP7_75t_SL,core,324,270,27846,31518
g213386,AOI22xp5_ASAP7_75t_SL,core,324,270,23256,31518
g213387,OAI32xp33_ASAP7_75t_SL,core,378,270,6030,15048
g213388,AOI22xp5_ASAP7_75t_SL,core,324,270,11862,10998
g213389,OAI21xp5_ASAP7_75t_SL,core,270,270,21582,32328
g213390,OAI21xp5_ASAP7_75t_SL,core,270,270,24444,30978
g213391,AOI22xp33_ASAP7_75t_SL,core,324,270,15588,10188
g213392,AOI221xp5_ASAP7_75t_L,core,378,270,28926,27198
g213393,AOI22xp5_ASAP7_75t_SL,core,324,270,22122,32868
g213394,OAI21xp5_ASAP7_75t_SL,core,270,270,21798,30978
g213395,A2O1A1Ixp33_ASAP7_75t_L,core,324,270,3870,16398
g213396,AOI22xp5_ASAP7_75t_SL,core,324,270,7920,29898
g213397,AOI22xp33_ASAP7_75t_SL,core,324,270,26118,6948
g213398,OAI22xp33_ASAP7_75t_SL,core,324,270,31572,26928
g213399,AOI22xp5_ASAP7_75t_SL,core,324,270,29574,13968
g213400,AOI22xp33_ASAP7_75t_SL,core,324,270,29952,33678
g213401,OAI22xp5_ASAP7_75t_SL,core,324,270,12402,10728
g213402,AOI22xp5_ASAP7_75t_SL,core,324,270,13752,6678
g213403,OAI22xp5_ASAP7_75t_SL,core,324,270,21366,7758
g213404,AOI22xp33_ASAP7_75t_SL,core,324,270,11268,30168
g213405,AOI32xp33_ASAP7_75t_SL,core,378,270,31194,15318
g213406,AOI22xp33_ASAP7_75t_SL,core,324,270,9702,12078
g213407,OAI22xp5_ASAP7_75t_L,core,324,270,17208,10728
g213408,OAI222xp33_ASAP7_75t_SL,core,540,270,15264,6678
g213409,OAI22xp5_ASAP7_75t_L,core,324,270,30546,17478
g213410,AOI222xp33_ASAP7_75t_L,core,540,270,10134,10998
g213411,AOI32xp33_ASAP7_75t_L,core,378,270,24876,10998
g213412,AOI21xp5_ASAP7_75t_SL,core,270,270,32598,24228
g213413,OAI222xp33_ASAP7_75t_SL,core,540,270,30924,21798
g213414,AOI222xp33_ASAP7_75t_L,core,540,270,28818,32328
g213415,AOI222xp33_ASAP7_75t_SL,core,540,270,27900,6408
g213416,AOI32xp33_ASAP7_75t_SL,core,378,270,23580,31518
g213417,AOI22xp5_ASAP7_75t_SL,core,324,270,20394,6948
g213418,OAI221xp5_ASAP7_75t_L,core,378,270,37188,26118
g213419,AO21x1_ASAP7_75t_SL,core,324,270,37080,22608
g213420,AOI332xp33_ASAP7_75t_SL,core,540,270,15156,10728
g213421,AOI22xp5_ASAP7_75t_SL,core,324,270,28818,25038
g213422,OAI221xp5_ASAP7_75t_SL,core,378,270,21042,33948
g213423,OAI22xp5_ASAP7_75t_L,core,324,270,9810,26118
g213424,AOI22xp5_ASAP7_75t_SL,core,324,270,8622,27468
g213425,AOI221xp5_ASAP7_75t_L,core,378,270,33786,21258
g213426,AOI332xp33_ASAP7_75t_SL,core,540,270,27684,30708
g213427,AOI22xp5_ASAP7_75t_SL,core,324,270,17586,10188
g213428,A2O1A1Ixp33_ASAP7_75t_L,core,324,270,15372,6138
g213429,OAI31xp33_ASAP7_75t_SL,core,324,270,28386,13158
g213430,A2O1A1Ixp33_ASAP7_75t_SL,core,324,270,5706,18828
g213431,OAI21xp33_ASAP7_75t_R,core,270,270,12186,12618
g213432,OAI31xp33_ASAP7_75t_L,core,324,270,28656,29898
g213433,OAI21xp33_ASAP7_75t_L,core,270,270,37782,25038
g213434,NAND3xp33_ASAP7_75t_SL,core,270,270,37944,24228
g213435,A2O1A1Ixp33_ASAP7_75t_R,core,324,270,23904,30978
g213436,AOI211xp5_ASAP7_75t_SL,core,324,270,30384,28548
g213437,NAND2xp5_ASAP7_75t_L,core,216,270,34434,23418
g213438,AOI21xp5_ASAP7_75t_R,core,270,270,29196,32868
g213439,A2O1A1Ixp33_ASAP7_75t_L,core,324,270,30924,19098
g213440,A2O1A1Ixp33_ASAP7_75t_L,core,324,270,11322,11268
g213441,A2O1A1Ixp33_ASAP7_75t_SL,core,324,270,36702,24498
g213442,AOI21xp5_ASAP7_75t_L,core,270,270,28062,11808
g213443,O2A1O1Ixp33_ASAP7_75t_L,core,324,270,5274,19098
g213444,A2O1A1Ixp33_ASAP7_75t_SL,core,324,270,8298,26388
g213445,A2O1A1Ixp33_ASAP7_75t_SL,core,324,270,30330,10998
g213446,NAND3xp33_ASAP7_75t_L,core,270,270,32490,24768
g213447,A2O1A1Ixp33_ASAP7_75t_SL,core,324,270,31734,11538
g213448,AOI211xp5_ASAP7_75t_L,core,324,270,29304,13428
g213449,A2O1A1Ixp33_ASAP7_75t_R,core,324,270,30708,28818
g213450,NAND2xp5_ASAP7_75t_L,core,216,270,6462,15858
g213451,OAI21xp5_ASAP7_75t_L,core,270,270,18234,5598
g213452,OAI31xp33_ASAP7_75t_L,core,324,270,5706,14238
g213453,A2O1A1Ixp33_ASAP7_75t_SL,core,324,270,35190,22068
g213454,OAI211xp5_ASAP7_75t_L,core,324,270,11376,10188
g213455,AOI22xp33_ASAP7_75t_SL,core,324,270,25470,8298
g213456,A2O1A1Ixp33_ASAP7_75t_L,core,324,270,34704,14238
g213457,A2O1A1Ixp33_ASAP7_75t_L,core,324,270,25632,11268
g213458,NAND2xp5_ASAP7_75t_SL,core,216,270,21528,32868
g213459,NAND2xp5_ASAP7_75t_SL,core,216,270,29088,28008
g213460,NOR2xp33_ASAP7_75t_L,core,216,270,8784,29628
g213461,O2A1O1Ixp33_ASAP7_75t_L,core,324,270,4842,16398
g213462,NOR2xp33_ASAP7_75t_SL,core,216,270,21528,5598
g213463,OAI21xp5_ASAP7_75t_SL,core,270,270,19908,8568
g213464,A2O1A1O1Ixp25_ASAP7_75t_L,core,486,270,10026,26658
g213465,AOI21xp5_ASAP7_75t_SL,core,270,270,35514,22068
g213466,NOR2xp33_ASAP7_75t_SL,core,216,270,16938,6948
g213467,OAI21xp33_ASAP7_75t_R,core,270,270,20232,5868
g213468,AOI21xp33_ASAP7_75t_L,core,270,270,27900,13158
g213469,A2O1A1O1Ixp25_ASAP7_75t_R,core,486,270,33786,15588
g213470,NAND2xp5_ASAP7_75t_L,core,216,270,35784,11538
g213471,OAI21xp33_ASAP7_75t_SL,core,270,270,22662,31518
g213472,OAI21xp5_ASAP7_75t_SL,core,270,270,6192,14508
g213473,OAI21xp33_ASAP7_75t_R,core,270,270,28872,33138
g213474,A2O1A1O1Ixp25_ASAP7_75t_L,core,486,270,28170,10458
g213475,A2O1A1O1Ixp25_ASAP7_75t_R,core,486,270,28872,26388
g213476,AOI21xp5_ASAP7_75t_SL,core,270,270,36810,22068
g213477,AOI22xp33_ASAP7_75t_SL,core,324,270,30600,31788
g213478,A2O1A1Ixp33_ASAP7_75t_L,core,324,270,14130,31248
g213479,OAI21xp33_ASAP7_75t_L,core,270,270,9000,15318
g213480,AOI21xp33_ASAP7_75t_L,core,270,270,10188,28818
g213481,A2O1A1Ixp33_ASAP7_75t_L,core,324,270,28440,12888
g213482,A2O1A1Ixp33_ASAP7_75t_R,core,324,270,7650,25578
g213483,A2O1A1Ixp33_ASAP7_75t_R,core,324,270,11268,10458
g213484,AOI211xp5_ASAP7_75t_SL,core,324,270,29574,30708
g213485,A2O1A1Ixp33_ASAP7_75t_L,core,324,270,31248,26928
g213486,O2A1O1Ixp33_ASAP7_75t_L,core,324,270,19422,6408
g213487,A2O1A1Ixp33_ASAP7_75t_R,core,324,270,23256,32058
g213488,AOI33xp33_ASAP7_75t_SL,core,432,270,32004,26118
g213489,A2O1A1Ixp33_ASAP7_75t_R,core,324,270,8352,26118
g213490,O2A1O1Ixp33_ASAP7_75t_SL,core,324,270,36486,23688
g213491,OAI211xp5_ASAP7_75t_SL,core,324,270,18558,8568
g213492,OAI211xp5_ASAP7_75t_L,core,324,270,27306,12078
g213493,O2A1O1Ixp33_ASAP7_75t_L,core,324,270,29196,15858
g213494,A2O1A1Ixp33_ASAP7_75t_R,core,324,270,32382,27738
g213495,OAI21xp5_ASAP7_75t_SL,core,270,270,20826,5328
g213496,O2A1O1Ixp33_ASAP7_75t_SL,core,324,270,28980,13428
g213497,O2A1O1Ixp33_ASAP7_75t_R,core,324,270,33786,24768
g213498,A2O1A1Ixp33_ASAP7_75t_L,core,324,270,7920,28818
g213499,A2O1A1Ixp33_ASAP7_75t_L,core,324,270,33246,15048
g213500,A2O1A1Ixp33_ASAP7_75t_SL,core,324,270,21420,8568
g213501,A2O1A1Ixp33_ASAP7_75t_R,core,324,270,12564,12078
g213502,A2O1A1Ixp33_ASAP7_75t_R,core,324,270,26766,10458
g213503,A2O1A1Ixp33_ASAP7_75t_L,core,324,270,29142,25038
g213504,O2A1O1Ixp33_ASAP7_75t_SL,core,324,270,30222,18288
g213505,OAI211xp5_ASAP7_75t_SL,core,324,270,25524,32598
g213506,A2O1A1Ixp33_ASAP7_75t_L,core,324,270,31842,28278
g213507,OAI21xp33_ASAP7_75t_SL,core,270,270,33192,20988
g213508,O2A1O1Ixp33_ASAP7_75t_L,core,324,270,7164,18018
g213509,O2A1O1Ixp33_ASAP7_75t_SL,core,324,270,25092,9918
g213510,O2A1O1Ixp33_ASAP7_75t_L,core,324,270,19260,7218
g213511,O2A1O1Ixp33_ASAP7_75t_R,core,324,270,36594,13698
g213512,AOI21xp33_ASAP7_75t_R,core,270,270,28656,15318
g213513,A2O1A1Ixp33_ASAP7_75t_SL,core,324,270,21852,33408
g213514,O2A1O1Ixp33_ASAP7_75t_SL,core,324,270,7866,15048
g213515,O2A1O1Ixp33_ASAP7_75t_L,core,324,270,35730,13698
g213516,A2O1A1Ixp33_ASAP7_75t_L,core,324,270,28872,14778
g213517,OAI211xp5_ASAP7_75t_SL,core,324,270,17748,9108
g213518,O2A1O1Ixp33_ASAP7_75t_L,core,324,270,7056,15588
g213519,A2O1A1Ixp33_ASAP7_75t_SL,core,324,270,30060,26388
g213520,O2A1O1Ixp33_ASAP7_75t_SL,core,324,270,9486,12888
g213521,OAI22xp5_ASAP7_75t_SL,core,324,270,8946,25848
g213522,O2A1O1Ixp33_ASAP7_75t_SL,core,324,270,28224,31248
g213523,OAI21xp33_ASAP7_75t_L,core,270,270,10998,9108
g213524,OAI21xp33_ASAP7_75t_L,core,270,270,29790,29898
g213525,O2A1O1Ixp33_ASAP7_75t_L,core,324,270,34110,12618
g213526,OAI211xp5_ASAP7_75t_SL,core,324,270,20826,6138
g213527,A2O1A1Ixp33_ASAP7_75t_SL,core,324,270,25362,8838
g213528,O2A1O1Ixp33_ASAP7_75t_SL,core,324,270,28224,7758
g213529,NAND3xp33_ASAP7_75t_L,core,270,270,12402,11808
g213530,NAND3xp33_ASAP7_75t_L,core,270,270,21852,33678
g213531,A2O1A1Ixp33_ASAP7_75t_L,core,324,270,8406,27738
g213532,OAI21xp33_ASAP7_75t_L,core,270,270,12456,12618
g213533,O2A1O1Ixp33_ASAP7_75t_L,core,324,270,26604,7218
g213534,NOR2xp33_ASAP7_75t_L,core,216,270,13860,31788
g213535,O2A1O1Ixp33_ASAP7_75t_SL,core,324,270,35028,26118
g213536,AOI211xp5_ASAP7_75t_L,core,324,270,14238,32868
g213537,NAND3xp33_ASAP7_75t_SL,core,270,270,7272,29358
g213538,AOI211xp5_ASAP7_75t_R,core,324,270,15858,8568
g213539,AO21x1_ASAP7_75t_L,core,324,270,23418,31788
g213540,OAI211xp5_ASAP7_75t_R,core,324,270,28494,12348
g213541,A2O1A1Ixp33_ASAP7_75t_L,core,324,270,31464,20178
g213542,A2O1A1Ixp33_ASAP7_75t_L,core,324,270,29736,14778
g213543,AOI22xp33_ASAP7_75t_SL,core,324,270,33408,19638
g213544,AOI31xp33_ASAP7_75t_R,core,324,270,16938,11268
g213545,OAI21xp33_ASAP7_75t_L,core,270,270,32328,16668
g213546,A2O1A1Ixp33_ASAP7_75t_L,core,324,270,27900,15048
g213547,O2A1O1Ixp33_ASAP7_75t_SL,core,324,270,10134,27198
g213548,OAI21xp33_ASAP7_75t_SL,core,270,270,5814,15588
g213549,OAI21xp33_ASAP7_75t_R,core,270,270,10674,10998
g213550,A2O1A1Ixp33_ASAP7_75t_SL,core,324,270,21852,32058
g213551,OAI31xp33_ASAP7_75t_R,core,324,270,34650,23958
g213552,A2O1A1Ixp33_ASAP7_75t_R,core,324,270,10620,11268
g213553,AOI211xp5_ASAP7_75t_SL,core,324,270,25092,33948
g213554,NOR2xp33_ASAP7_75t_SL,core,216,270,35136,12888
g213555,AOI21xp33_ASAP7_75t_R,core,270,270,34056,11538
g213556,AOI21xp33_ASAP7_75t_R,core,270,270,9270,27738
g213557,AOI21xp33_ASAP7_75t_R,core,270,270,11592,12078
g213558,AOI21xp5_ASAP7_75t_R,core,270,270,27738,6678
g213559,OAI21xp33_ASAP7_75t_R,core,270,270,31464,13158
g213560,OAI21xp33_ASAP7_75t_L,core,270,270,22014,5868
g213561,OAI21xp33_ASAP7_75t_R,core,270,270,31734,17208
g213562,O2A1O1Ixp33_ASAP7_75t_SL,core,324,270,5166,17478
g213563,A2O1A1Ixp33_ASAP7_75t_L,core,324,270,24174,32328
g213564,A2O1A1Ixp33_ASAP7_75t_SL,core,324,270,27522,13968
g213565,A2O1A1Ixp33_ASAP7_75t_L,core,324,270,31896,20718
g213566,NAND3xp33_ASAP7_75t_SL,core,270,270,8136,15858
g213567,A2O1A1Ixp33_ASAP7_75t_L,core,324,270,36756,25848
g213568,AO21x1_ASAP7_75t_L,core,324,270,8676,15318
g213569,OAI21xp33_ASAP7_75t_SL,core,270,270,11538,28278
g213570,OAI21xp33_ASAP7_75t_SL,core,270,270,7704,27468
g213571,NAND4xp25_ASAP7_75t_SL,core,324,270,12240,12078
g213572,OAI21xp33_ASAP7_75t_SL,core,270,270,31032,18828
g213573,OAI211xp5_ASAP7_75t_L,core,324,270,7920,26928
g213574,AOI21xp5_ASAP7_75t_SL,core,270,270,29358,8298
g213575,OAI221xp5_ASAP7_75t_SL,core,378,270,7110,15858
g213576,OAI21xp33_ASAP7_75t_SL,core,270,270,30114,18828
g213578,OAI21xp33_ASAP7_75t_SL,core,270,270,30762,15318
g213579,NOR4xp25_ASAP7_75t_SL,core,324,270,32274,24228
g213580,OAI31xp33_ASAP7_75t_R,core,324,270,37404,23148
g213581,NOR5xp2_ASAP7_75t_SL,core,378,270,31140,16128
g213582,OAI31xp33_ASAP7_75t_SL,core,324,270,6678,27738
g213583,OAI221xp5_ASAP7_75t_L,core,378,270,22662,5868
g213584,AOI21xp5_ASAP7_75t_SL,core,270,270,30384,30168
g213585,AOI211xp5_ASAP7_75t_SL,core,324,270,28710,13158
g213586,OAI21xp33_ASAP7_75t_L,core,270,270,24606,31248
g213587,OAI21xp5_ASAP7_75t_R,core,270,270,31248,17748
g213588,OAI221xp5_ASAP7_75t_SL,core,378,270,27090,9108
g213589,AOI221xp5_ASAP7_75t_L,core,378,270,27792,9648
g213590,OAI21xp5_ASAP7_75t_SL,core,270,270,29574,32598
g213591,A2O1A1Ixp33_ASAP7_75t_L,core,324,270,17262,9918
g213592,AOI221xp5_ASAP7_75t_SL,core,378,270,30330,15048
g213593,NAND5xp2_ASAP7_75t_L,core,378,270,9486,11268
g213594,AOI221xp5_ASAP7_75t_SL,core,378,270,17424,9648
g213595,OAI211xp5_ASAP7_75t_SL,core,324,270,28656,9108
g213596,OAI21xp33_ASAP7_75t_L,core,270,270,30276,25038
g213597,OAI221xp5_ASAP7_75t_SL,core,378,270,34812,22338
g213598,OAI211xp5_ASAP7_75t_SL,core,324,270,18774,5058
g213599,OAI21xp33_ASAP7_75t_L,core,270,270,28170,8568
g213600,AOI221xp5_ASAP7_75t_L,core,378,270,29412,31518
g213601,AOI221xp5_ASAP7_75t_SL,core,378,270,20286,5328
g213602,A2O1A1Ixp33_ASAP7_75t_L,core,324,270,37728,23418
g213603,O2A1O1Ixp33_ASAP7_75t_L,core,324,270,11106,9378
g213604,AOI211xp5_ASAP7_75t_L,core,324,270,10458,28278
g213605,AOI221xp5_ASAP7_75t_R,core,378,270,11862,32868
g213606,A2O1A1Ixp33_ASAP7_75t_L,core,324,270,24390,8568
g213607,O2A1O1Ixp33_ASAP7_75t_SL,core,324,270,30330,19098
g213608,OAI22xp33_ASAP7_75t_R,core,324,270,11484,13698
g213609,A2O1A1Ixp33_ASAP7_75t_L,core,324,270,36324,14508
g213610,OAI322xp33_ASAP7_75t_R,core,486,270,36108,15318
g213611,A2O1A1Ixp33_ASAP7_75t_R,core,324,270,34326,17208
g213612,A2O1A1Ixp33_ASAP7_75t_L,core,324,270,31842,12348
g213613,OAI21xp5_ASAP7_75t_SL,core,270,270,21906,35298
g213614,O2A1O1Ixp33_ASAP7_75t_L,core,324,270,29574,26118
g213615,O2A1O1Ixp33_ASAP7_75t_L,core,324,270,31464,25848
g213616,OAI21xp33_ASAP7_75t_R,core,270,270,21258,5868
g213617,A2O1A1Ixp33_ASAP7_75t_L,core,324,270,29844,33138
g213618,OAI21xp33_ASAP7_75t_R,core,270,270,11430,8838
g213619,OAI221xp5_ASAP7_75t_SL,core,378,270,11592,34758
g213620,OAI221xp5_ASAP7_75t_L,core,378,270,38646,24498
g213621,AOI221xp5_ASAP7_75t_SL,core,378,270,30816,27468
g213622,O2A1O1Ixp33_ASAP7_75t_L,core,324,270,31788,19368
g213623,O2A1O1Ixp33_ASAP7_75t_L,core,324,270,31842,18558
g213624,A2O1A1Ixp33_ASAP7_75t_SL,core,324,270,19584,6138
g213625,AOI21xp5_ASAP7_75t_R,core,270,270,35730,22608
g213626,NAND4xp25_ASAP7_75t_L,core,324,270,31248,32058
g213627,AOI21xp5_ASAP7_75t_L,core,270,270,30330,26658
g213628,OAI221xp5_ASAP7_75t_SL,core,378,270,4464,15858
g213629,A2O1A1Ixp33_ASAP7_75t_SL,core,324,270,31140,25578
g213630,OAI21xp33_ASAP7_75t_L,core,270,270,9000,28278
g213631,OAI211xp5_ASAP7_75t_SL,core,324,270,28116,31788
g213632,NAND5xp2_ASAP7_75t_SL,core,378,270,22392,8838
g213633,OAI21xp33_ASAP7_75t_R,core,270,270,35082,25308
g213634,OAI211xp5_ASAP7_75t_L,core,324,270,35460,11538
g213635,OAI21xp5_ASAP7_75t_SL,core,270,270,29358,30168
g213636,OAI211xp5_ASAP7_75t_L,core,324,270,28656,33408
g213637,A2O1A1Ixp33_ASAP7_75t_L,core,324,270,36000,13968
g213638,NAND4xp25_ASAP7_75t_L,core,324,270,17802,7488
g213639,OAI211xp5_ASAP7_75t_L,core,324,270,28710,14238
g213640,A2O1A1Ixp33_ASAP7_75t_L,core,324,270,21690,5868
g213641,AOI221xp5_ASAP7_75t_SL,core,378,270,38592,24228
g213642,A2O1A1Ixp33_ASAP7_75t_R,core,324,270,6894,16128
g213643,A2O1A1Ixp33_ASAP7_75t_L,core,324,270,10944,11268
g213644,A2O1A1Ixp33_ASAP7_75t_SL,core,324,270,28602,8568
g213645,OAI211xp5_ASAP7_75t_L,core,324,270,36486,11538
g213646,OAI211xp5_ASAP7_75t_R,core,324,270,29628,28278
g213647,OAI311xp33_ASAP7_75t_R,core,378,270,4842,15858
g213648,OAI21xp33_ASAP7_75t_L,core,270,270,37890,22068
g213649,OAI211xp5_ASAP7_75t_SL,core,324,270,33624,24498
g213650,OAI211xp5_ASAP7_75t_R,core,324,270,26388,30438
g213651,OAI211xp5_ASAP7_75t_L,core,324,270,4734,18288
g213652,OAI221xp5_ASAP7_75t_SL,core,378,270,15480,8838
g213653,OAI211xp5_ASAP7_75t_L,core,324,270,7434,26928
g213654,OAI211xp5_ASAP7_75t_R,core,324,270,33030,26658
g213655,OAI221xp5_ASAP7_75t_SL,core,378,270,32436,25848
g213656,O2A1O1Ixp33_ASAP7_75t_R,core,324,270,9918,12348
g213657,OAI211xp5_ASAP7_75t_L,core,324,270,12132,10458
g213658,AOI222xp33_ASAP7_75t_SL,core,540,270,37512,23688
g213659,OAI221xp5_ASAP7_75t_SL,core,378,270,27900,12618
g213660,OAI211xp5_ASAP7_75t_SL,core,324,270,20772,32868
g213661,AOI211xp5_ASAP7_75t_L,core,324,270,31572,13968
g213662,O2A1O1Ixp33_ASAP7_75t_SL,core,324,270,7596,16398
g213663,AOI21xp5_ASAP7_75t_SL,core,270,270,32328,18558
g213664,OAI221xp5_ASAP7_75t_SL,core,378,270,35946,10458
g213665,NAND4xp25_ASAP7_75t_SL,core,324,270,5436,16128
g213666,OAI211xp5_ASAP7_75t_SL,core,324,270,20448,33408
g213667,NAND5xp2_ASAP7_75t_SL,core,378,270,23796,32328
g213668,NOR2xp33_ASAP7_75t_SL,core,216,270,21636,4248
g213669,OAI221xp5_ASAP7_75t_L,core,378,270,19260,3978
g213670,OAI21xp5_ASAP7_75t_SL,core,270,270,23742,5868
g213671,AOI21xp5_ASAP7_75t_R,core,270,270,34272,21798
g213672,AOI221xp5_ASAP7_75t_SL,core,378,270,38160,22608
g213673,NAND5xp2_ASAP7_75t_SL,core,378,270,15264,9918
g213674,AOI222xp33_ASAP7_75t_L,core,540,270,10458,13968
g213675,AOI21xp5_ASAP7_75t_SL,core,270,270,31194,31518
g213676,NAND4xp25_ASAP7_75t_L,core,324,270,10998,12888
g213677,OAI21xp5_ASAP7_75t_SL,core,270,270,8028,17478
g213678,AOI21xp33_ASAP7_75t_L,core,270,270,17316,7218
g213679,OAI221xp5_ASAP7_75t_SL,core,378,270,32922,26928
g213680,OAI221xp5_ASAP7_75t_SL,core,378,270,27198,5868
g213681,AOI221xp5_ASAP7_75t_R,core,378,270,9864,13158
g213682,AOI222xp33_ASAP7_75t_SL,core,540,270,10782,28008
g213683,AOI221xp5_ASAP7_75t_SL,core,378,270,7920,14238
g213684,AOI222xp33_ASAP7_75t_SL,core,540,270,33030,26118
g213685,OAI221xp5_ASAP7_75t_SL,core,378,270,30600,30978
g213686,AOI211xp5_ASAP7_75t_SL,core,324,270,29682,25578
g213687,AOI221xp5_ASAP7_75t_SL,core,378,270,33678,19908
g213688,AOI211xp5_ASAP7_75t_L,core,324,270,30168,19908
g213689,OAI21xp5_ASAP7_75t_L,core,270,270,32652,17478
g213690,AOI221xp5_ASAP7_75t_SL,core,378,270,13482,33948
g213691,AO21x1_ASAP7_75t_SL,core,324,270,37134,26658
g213692,NAND4xp25_ASAP7_75t_L,core,324,270,29952,12618
g213693,NAND4xp25_ASAP7_75t_SL,core,324,270,7326,26388
g213694,AOI221xp5_ASAP7_75t_L,core,378,270,9810,28008
g213695,AOI221xp5_ASAP7_75t_L,core,378,270,9702,30438
g213696,OAI221xp5_ASAP7_75t_L,core,378,270,37458,13968
g213697,OAI221xp5_ASAP7_75t_L,core,378,270,30870,12618
g213698,AOI221xp5_ASAP7_75t_L,core,378,270,23742,33408
g213699,OAI222xp33_ASAP7_75t_L,core,540,270,26442,7488
g213700,OAI22xp33_ASAP7_75t_SL,core,324,270,32112,13428
g213701,A2O1A1Ixp33_ASAP7_75t_SL,core,324,270,31032,30708
